sample_second,zone_id,zone,current_count,projected_count,previous_count,count_delta,inflow,outflow,projected_inflow,projected_outflow,new_entries,disappeared,mean_confidence,mean_speed,mean_velocity_x,mean_velocity_y,predicted_ratio,mean_bbox_area,target_second,target_next_count,data_split
5.0,1,center_walkway,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7184,72.028571,8.285714,-11.428571,0.0,16142.285714,6.0,7,train
5.0,2,right_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.62256,33.312,3.5,8.2,0.0,10203.0,6.0,4,train
6.0,0,left_sidewalk,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.701617,42.915,21.333333,-12.5,0.0,10802.666667,7.0,5,train
6.0,1,center_walkway,7.0,6.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.681043,73.965714,-4.285714,-11.285714,0.0,8649.857143,7.0,4,train
6.0,2,right_sidewalk,4.0,5.0,5.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5129,35.645,1.25,11.5,0.0,12427.5,7.0,6,train
7.0,0,left_sidewalk,5.0,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.70618,53.902,25.2,-14.6,0.0,11734.2,8.0,7,train
7.0,1,center_walkway,4.0,4.0,7.0,-3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.737825,42.71,11.5,-15.75,0.0,4556.5,8.0,3,train
7.0,2,right_sidewalk,6.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.562633,36.756667,11.916667,-9.833333,0.0,11508.166667,8.0,4,train
8.0,0,left_sidewalk,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.617243,37.465714,11.5,-12.571429,0.0,10097.428571,9.0,7,train
8.0,1,center_walkway,3.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8665,42.58,14.0,-12.0,0.0,5852.333333,9.0,3,train
8.0,2,right_sidewalk,4.0,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6979,64.1425,11.375,11.5,0.0,18215.0,9.0,4,train
9.0,0,left_sidewalk,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6569,52.83,22.714286,-15.142857,0.0,9508.285714,10.0,9,train
9.0,1,center_walkway,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889833,36.263333,18.5,-8.666667,0.0,5962.0,10.0,3,train
9.0,2,right_sidewalk,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7022,58.3625,2.375,-11.75,0.0,15908.25,10.0,4,train
10.0,0,left_sidewalk,9.0,8.0,7.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.661256,43.823333,13.611111,-3.111111,0.0,9846.111111,11.0,9,train
10.0,1,center_walkway,3.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.832567,37.52,20.333333,-9.333333,0.0,5556.333333,11.0,4,train
10.0,2,right_sidewalk,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.748175,44.3125,25.0,-40.25,0.0,16835.75,11.0,6,train
11.0,0,left_sidewalk,9.0,8.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.601556,42.993333,15.111111,-9.444444,0.0,12160.888889,12.0,7,train
11.0,1,center_walkway,4.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5073,35.345,3.875,-10.0,0.0,3709.75,12.0,7,train
11.0,2,right_sidewalk,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.558983,65.426667,53.5,-19.833333,0.0,16413.333333,12.0,8,train
12.0,0,left_sidewalk,7.0,7.0,9.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.709686,66.674286,24.571429,-13.571429,0.0,10782.571429,13.0,9,train
12.0,1,center_walkway,7.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.681343,48.237143,30.285714,-2.857143,0.0,8388.714286,13.0,7,train
12.0,2,right_sidewalk,8.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.599475,72.0375,19.5,-1.875,0.0,15608.0,13.0,8,train
13.0,0,left_sidewalk,9.0,9.0,7.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.570067,59.45,11.722222,-14.333333,0.0,8179.555556,14.0,9,train
13.0,1,center_walkway,7.0,7.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.704471,59.365714,29.071429,-16.142857,0.0,17116.142857,14.0,7,train
13.0,2,right_sidewalk,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611062,65.46625,27.5,-20.5,0.0,16659.25,14.0,9,train
14.0,0,left_sidewalk,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.593478,50.326667,6.666667,-9.777778,0.0,7707.555556,15.0,8,train
14.0,1,center_walkway,7.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.651729,90.395714,67.571429,-40.285714,0.0,14216.571429,15.0,7,train
14.0,2,right_sidewalk,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.600211,52.6,15.111111,-24.888889,0.0,15596.111111,15.0,7,train
15.0,0,left_sidewalk,8.0,7.0,9.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.615337,54.22875,4.75,-8.0,0.125,7092.25,16.0,8,train
15.0,1,center_walkway,7.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.596029,85.43,59.142857,-34.714286,0.0,12380.714286,16.0,6,train
15.0,2,right_sidewalk,7.0,7.0,9.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.708743,80.85,32.071429,-36.714286,0.0,18128.285714,16.0,5,train
16.0,0,left_sidewalk,8.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.58085,32.36375,18.3125,-5.5,0.0,10332.25,17.0,10,train
16.0,1,center_walkway,6.0,7.0,7.0,-1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.784583,82.545,47.25,-26.5,0.0,13811.833333,17.0,5,train
16.0,2,right_sidewalk,5.0,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.82664,88.564,49.5,-59.6,0.0,20157.0,17.0,6,train
17.0,0,left_sidewalk,10.0,9.0,8.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.63531,57.414,21.5,-28.6,0.0,11485.6,18.0,10,train
17.0,1,center_walkway,5.0,6.0,6.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.83454,82.464,51.2,-34.0,0.0,14629.6,18.0,6,train
17.0,2,right_sidewalk,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.70565,88.748333,32.083333,-46.666667,0.166667,16121.166667,18.0,7,train
18.0,0,left_sidewalk,10.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.63687,68.614,26.2,-13.7,0.0,12045.4,19.0,8,train
18.0,1,center_walkway,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.820183,85.54,59.583333,-23.166667,0.0,12970.0,19.0,7,train
18.0,2,right_sidewalk,7.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.615714,71.191429,13.285714,-14.857143,0.0,15239.857143,19.0,5,train
19.0,0,left_sidewalk,8.0,6.0,10.0,-2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.748888,87.23125,61.375,-33.5,0.0,12671.75,20.0,8,train
19.0,1,center_walkway,7.0,9.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.736757,73.034286,52.857143,-14.714286,0.0,11118.714286,20.0,9,train
19.0,2,right_sidewalk,5.0,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.71286,76.204,-0.3,-1.0,0.2,15710.0,20.0,7,train
20.0,0,left_sidewalk,8.0,8.0,8.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.684025,72.57875,40.5,-19.0,0.0,10786.125,21.0,9,train
20.0,1,center_walkway,9.0,9.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.731722,77.576667,50.777778,-18.444444,0.0,10906.666667,21.0,8,train
20.0,2,right_sidewalk,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.543214,47.942857,4.214286,-10.714286,0.0,11370.571429,21.0,6,train
21.0,0,left_sidewalk,9.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.616433,59.33,28.277778,-17.444444,0.0,10182.222222,22.0,9,train
21.0,1,center_walkway,8.0,8.0,9.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.83395,73.87,54.0625,-20.0,0.0,10944.875,22.0,9,train
21.0,2,right_sidewalk,6.0,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.554967,39.458333,-7.0,15.666667,0.0,9862.833333,22.0,4,train
22.0,0,left_sidewalk,9.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6101,52.03,19.166667,-9.222222,0.0,9767.777778,23.0,9,train
22.0,1,center_walkway,9.0,7.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.779556,70.696667,48.222222,-15.111111,0.0,10580.222222,23.0,7,train
22.0,2,right_sidewalk,4.0,6.0,6.0,-2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.7311,58.4275,3.25,26.75,0.0,13376.25,23.0,6,train
23.0,0,left_sidewalk,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655011,52.723333,10.611111,-6.333333,0.0,9352.333333,24.0,9,train
23.0,1,center_walkway,7.0,7.0,9.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.753671,66.687143,36.5,-23.571429,0.0,10502.0,24.0,6,train
23.0,2,right_sidewalk,6.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.704683,56.621667,27.416667,11.666667,0.166667,11509.833333,24.0,5,train
24.0,0,left_sidewalk,9.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.622033,56.346667,9.666667,-10.0,0.0,8514.666667,25.0,9,train
24.0,1,center_walkway,6.0,6.0,7.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.822317,74.008333,29.166667,-22.833333,0.0,10993.833333,25.0,5,train
24.0,2,right_sidewalk,5.0,4.0,6.0,-1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.57148,56.848,18.0,-19.8,0.0,6732.0,25.0,4,train
25.0,0,left_sidewalk,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.687478,65.79,-18.888889,8.888889,0.0,9171.111111,26.0,10,train
25.0,1,center_walkway,5.0,5.0,6.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.77996,57.73,50.7,-31.6,0.0,8889.6,26.0,6,train
25.0,2,right_sidewalk,4.0,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.821075,65.56,14.25,28.75,0.0,9470.0,26.0,5,train
26.0,0,left_sidewalk,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.70249,63.591,-12.4,2.5,0.0,9131.3,27.0,9,train
26.0,1,center_walkway,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.78275,45.916667,40.833333,-21.833333,0.0,9932.5,27.0,6,train
26.0,2,right_sidewalk,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.64638,46.696,5.7,9.6,0.2,9483.4,27.0,4,train
27.0,0,left_sidewalk,9.0,8.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.711133,57.27,-1.166667,1.111111,0.0,9674.111111,28.0,10,train
27.0,1,center_walkway,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.679417,84.113333,75.25,-28.666667,0.0,12010.333333,28.0,4,train
27.0,2,right_sidewalk,4.0,5.0,5.0,-1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.741625,39.775,19.75,14.5,0.0,9379.25,28.0,5,train
28.0,0,left_sidewalk,10.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6376,63.209,-2.05,9.8,0.0,9905.5,29.0,9,train
28.0,1,center_walkway,4.0,5.0,6.0,-2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.6568,52.8125,47.25,-26.75,0.0,7547.75,29.0,5,train
28.0,2,right_sidewalk,5.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.7944,64.638,32.9,0.4,0.0,14270.2,29.0,8,train
29.0,0,left_sidewalk,9.0,7.0,10.0,-1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.591611,64.453333,-14.722222,19.777778,0.0,9750.111111,30.0,7,train
29.0,1,center_walkway,5.0,7.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.60452,51.676,47.0,-21.6,0.0,6721.0,30.0,6,train
29.0,2,right_sidewalk,8.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.597625,44.68,16.625,-12.875,0.0,10938.75,30.0,7,train
30.0,0,left_sidewalk,7.0,6.0,9.0,-2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.661386,49.707143,-27.214286,21.428571,0.142857,10101.857143,31.0,8,train
30.0,1,center_walkway,6.0,7.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6394,50.788333,46.75,-21.0,0.0,6732.5,31.0,7,train
30.0,2,right_sidewalk,7.0,7.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.699257,61.271429,4.857143,8.857143,0.0,11813.0,31.0,6,train
31.0,0,left_sidewalk,8.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.609237,69.65,-36.875,21.75,0.125,9760.75,32.0,6,train
31.0,1,center_walkway,7.0,8.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.712686,49.424286,29.285714,-13.571429,0.142857,7261.714286,32.0,8,train
31.0,2,right_sidewalk,6.0,6.0,7.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.62725,64.806667,11.583333,-8.333333,0.0,9722.0,32.0,6,train
32.0,0,left_sidewalk,6.0,7.0,8.0,-2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.556567,72.321667,-34.833333,12.833333,0.0,10665.166667,33.0,7,train
32.0,1,center_walkway,8.0,6.0,7.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.577875,36.90125,23.5625,-20.75,0.125,5774.125,33.0,7,train
32.0,2,right_sidewalk,6.0,7.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.615967,80.57,-1.916667,41.666667,0.0,12360.666667,33.0,10,train
33.0,0,left_sidewalk,7.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.543871,53.021429,-38.142857,22.857143,0.0,8999.0,34.0,6,train
33.0,1,center_walkway,7.0,8.0,8.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.566486,31.022857,23.285714,-20.142857,0.0,5161.428571,34.0,7,train
33.0,2,right_sidewalk,10.0,10.0,6.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.47187,49.293,1.7,10.8,0.1,9785.8,34.0,7,train
34.0,0,left_sidewalk,6.0,6.0,7.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.519417,49.948333,-44.666667,24.0,0.0,9720.666667,35.0,6,train
34.0,1,center_walkway,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.618571,25.9,16.928571,-10.571429,0.0,4304.0,35.0,7,train
34.0,2,right_sidewalk,7.0,7.0,10.0,-3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.6693,70.667143,-20.785714,41.857143,0.0,15381.0,35.0,7,train
35.0,0,left_sidewalk,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.593333,48.38,-44.583333,19.0,0.0,7251.833333,36.0,5,train
35.0,1,center_walkway,7.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.637329,25.575714,18.714286,-7.571429,0.0,4894.857143,36.0,8,train
35.0,2,right_sidewalk,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.736957,91.607143,-40.285714,24.285714,0.142857,15208.0,36.0,6,train
36.0,0,left_sidewalk,5.0,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65156,46.018,-42.7,19.4,0.0,9197.6,37.0,7,train
36.0,1,center_walkway,8.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.679075,25.00125,22.75,-14.25,0.0,6925.25,37.0,8,train
36.0,2,right_sidewalk,6.0,5.0,7.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6596,79.09,-39.083333,17.833333,0.0,17147.666667,37.0,5,train
37.0,0,left_sidewalk,7.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.615,74.335714,-31.785714,14.428571,0.0,11490.857143,38.0,7,train
37.0,1,center_walkway,8.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6602,46.4375,-7.4375,-2.75,0.0,7220.25,38.0,9,train
37.0,2,right_sidewalk,5.0,5.0,6.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.69574,42.744,7.7,29.2,0.0,20070.0,38.0,5,train
38.0,0,left_sidewalk,7.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.697857,59.23,-34.785714,-2.714286,0.0,12007.857143,39.0,7,train
38.0,1,center_walkway,9.0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.546789,88.006667,-39.833333,-4.666667,0.0,7415.666667,39.0,8,train
38.0,2,right_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7383,45.996,-5.4,13.0,0.0,21380.4,39.0,5,train
39.0,0,left_sidewalk,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7268,50.218571,-17.142857,15.0,0.0,12314.857143,40.0,7,train
39.0,1,center_walkway,8.0,8.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.50125,105.0175,-70.5625,-0.5,0.0,7773.125,40.0,8,train
39.0,2,right_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71604,51.598,-21.3,-3.6,0.2,16874.2,40.0,3,train
40.0,0,left_sidewalk,7.0,10.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.739229,74.68,0.642857,-5.0,0.0,12384.285714,41.0,10,train
40.0,1,center_walkway,8.0,5.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.432613,107.7425,-74.0,-8.125,0.375,6623.0,41.0,3,train
40.0,2,right_sidewalk,3.0,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.757,21.72,-0.166667,-22.0,0.0,19185.666667,41.0,2,train
41.0,0,left_sidewalk,10.0,10.0,7.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.70677,99.214,-55.15,0.2,0.0,12848.1,42.0,9,train
41.0,1,center_walkway,3.0,3.0,8.0,-5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.442133,18.12,16.833333,-12.333333,0.333333,2549.0,42.0,3,train
41.0,2,right_sidewalk,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88925,32.095,14.25,-32.0,0.0,20998.5,42.0,2,train
42.0,0,left_sidewalk,9.0,9.0,10.0,-1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.696044,84.157778,-39.722222,2.0,0.0,9686.111111,43.0,10,train
42.0,1,center_walkway,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5032,12.05,10.833333,-9.666667,0.0,2416.0,43.0,2,train
42.0,2,right_sidewalk,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89075,28.28,10.0,-29.0,0.0,19449.5,43.0,5,train
43.0,0,left_sidewalk,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.60794,56.353,-17.45,8.7,0.1,10702.4,44.0,8,train
43.0,1,center_walkway,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47495,26.32,25.5,-14.0,0.0,1531.5,44.0,2,train
43.0,2,right_sidewalk,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.79582,10.196,3.0,-10.2,0.0,18550.8,44.0,10,train
44.0,0,left_sidewalk,8.0,8.0,10.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.737838,52.63125,12.8125,-17.25,0.0,9502.625,45.0,9,train
44.0,1,center_walkway,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32835,14.095,12.75,-12.0,0.0,846.0,45.0,2,train
44.0,2,right_sidewalk,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.72949,27.201,8.65,-6.7,0.1,14517.3,45.0,10,train
45.0,0,left_sidewalk,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.785522,37.851111,4.111111,-0.333333,0.0,10628.111111,46.0,10,train
45.0,1,center_walkway,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18875,13.085,11.75,-11.5,0.0,482.0,46.0,0,train
45.0,2,right_sidewalk,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.61918,51.002,15.95,-17.6,0.0,16587.8,46.0,11,train
46.0,0,left_sidewalk,10.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.79927,41.649,7.6,-7.5,0.0,12683.8,47.0,10,train
46.0,1,center_walkway,0.0,1.0,2.0,-2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0,train
46.0,2,right_sidewalk,11.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.678727,52.165455,5.636364,-19.727273,0.0,14699.181818,47.0,8,train
47.0,0,left_sidewalk,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.73432,55.565,25.35,-24.2,0.0,12879.9,48.0,12,train
47.0,1,center_walkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0,train
47.0,2,right_sidewalk,8.0,8.0,11.0,-3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.842875,48.62375,8.375,-12.5,0.0,18945.0,48.0,9,train
48.0,0,left_sidewalk,12.0,11.0,10.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.725383,53.1075,18.0,-13.333333,0.0,12329.416667,49.0,12,train
48.0,1,center_walkway,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1,train
48.0,2,right_sidewalk,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.810033,63.75,12.333333,-26.333333,0.0,20262.222222,49.0,10,train
49.0,0,left_sidewalk,12.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.636025,59.389167,20.125,-18.333333,0.0,12351.916667,50.0,10,train
49.0,1,center_walkway,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.797,54.83,48.0,-27.0,0.0,7072.0,50.0,1,train
49.0,2,right_sidewalk,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7675,65.292,-15.55,-11.9,0.0,18557.6,50.0,10,train
50.0,0,left_sidewalk,10.0,9.0,12.0,-2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.69076,69.37,21.5,-16.4,0.0,11687.6,51.0,11,train
50.0,1,center_walkway,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7925,44.05,39.5,-27.0,0.0,5929.0,51.0,4,train
