sample_second,zone_id,zone,current_count,pixel_projected_count,ground_projected_count,previous_count,count_delta,inflow,outflow,projected_inflow,projected_outflow,new_entries,disappeared,mean_confidence,mean_ground_speed_m_s,mean_ground_velocity_x_m_s,mean_ground_velocity_y_m_s,predicted_ratio,mean_bbox_area_ratio,target_second,target_next_count,data_split
1.0,5,near_right,2.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84295,3.075516,-3.02086,-0.476067,0.0,0.011089,2.0,4,train
1.2,0,far_left,4.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.763975,2.115357,0.871515,-0.017396,0.0,0.002363,2.2,5,train
1.2,1,far_center,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.656733,3.356045,3.3414,0.102425,0.0,0.00415,2.2,3,train
1.2,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8817,2.414468,2.334466,0.61638,0.0,0.004877,2.2,1,train
1.2,3,near_left,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7908,1.728856,0.34751,-0.075152,0.0,0.006678,2.2,4,train
1.2,4,near_center,2.0,2.0,1.0,4.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.89125,1.942304,-1.434525,0.69719,0.0,0.01001,2.2,1,train
1.2,5,near_right,4.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.416725,1.594384,-1.217891,-0.438935,0.0,0.009235,2.2,4,train
1.4,0,far_left,5.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.78294,2.493301,1.340005,0.04453,0.0,0.002955,2.4,5,train
1.4,1,far_center,2.0,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85575,2.799909,2.780653,0.291835,0.0,0.00496,2.4,3,train
1.4,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9144,2.390093,2.317312,0.58533,0.0,0.00474,2.4,1,train
1.4,3,near_left,4.0,4.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6052,1.255601,-0.182621,-0.007482,0.0,0.005692,2.4,4,train
1.4,4,near_center,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6577,1.395063,-1.008831,0.510318,0.0,0.009069,2.4,2,train
1.4,5,near_right,5.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.50542,1.216094,-0.848348,-0.33003,0.0,0.009599,2.4,3,train
1.6,0,far_left,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77758,2.39344,1.239991,0.002941,0.0,0.002958,2.6,4,train
1.6,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8416,2.75465,2.736768,0.258451,0.0,0.004827,2.6,2,train
1.6,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057,2.601062,2.537143,0.573089,0.0,0.004784,2.6,1,train
1.6,3,near_left,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571675,1.374038,-0.147399,-0.021814,0.0,0.005832,2.6,3,train
1.6,4,near_center,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965,2.797856,0.219435,1.05248,0.0,0.007203,2.6,1,train
1.6,5,near_right,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55572,1.393561,-0.956556,-0.445697,0.0,0.010017,2.6,4,train
1.8,0,far_left,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78106,2.410657,1.261615,0.040401,0.0,0.002956,2.8,5,train
1.8,1,far_center,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.646867,1.919682,1.908702,0.200365,0.0,0.003386,2.8,3,train
1.8,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8909,2.643231,2.587609,0.539397,0.0,0.004648,2.8,1,train
1.8,3,near_left,5.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.58366,1.374183,-0.236298,0.279715,0.4,0.004838,2.8,3,train
1.8,4,near_center,1.0,2.0,1.0,3.0,-2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9006,2.594035,-2.590621,-0.133043,0.0,0.014097,2.8,1,train
1.8,5,near_right,4.0,4.0,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6481,1.188401,-0.979088,-0.253421,0.0,0.008852,2.8,4,train
2.0,0,far_left,5.0,6.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7211,2.364653,1.321029,0.061573,0.0,0.002988,3.0,3,train
2.0,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699,2.396655,1.281958,0.314406,0.0,0.003417,3.0,3,train
2.0,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069,2.702148,2.643032,0.562127,0.0,0.004588,3.0,1,train
2.0,3,near_left,4.0,3.0,4.0,5.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.671725,1.317823,-0.056276,0.007526,0.0,0.005853,3.0,3,train
2.0,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8903,2.454033,-2.453065,-0.068924,0.0,0.014705,3.0,1,train
2.0,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.69005,1.021725,-0.539134,-0.18339,0.0,0.009036,3.0,4,train
2.2,0,far_left,5.0,6.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.61214,2.276064,1.123615,-0.017766,0.0,0.002916,3.2,5,train
2.2,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682267,2.447011,1.355553,0.261299,0.0,0.003244,3.2,3,train
2.2,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071,2.654907,2.599012,0.541909,0.0,0.004545,3.2,1,train
2.2,3,near_left,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6494,1.28795,0.060181,0.059419,0.0,0.005541,3.2,2,train
2.2,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9161,2.446361,-2.445149,-0.077,0.0,0.014588,3.2,1,train
2.2,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698725,1.349797,-0.725736,-0.16812,0.0,0.009298,3.2,4,train
2.4,0,far_left,5.0,6.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.50638,2.019021,0.797515,-0.154896,0.0,0.002796,3.4,5,train
2.4,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.687133,1.406653,0.332613,0.101095,0.0,0.002571,3.4,3,train
2.4,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9104,2.531575,2.479242,0.512085,0.0,0.004413,3.4,1,train
2.4,3,near_left,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.63615,1.26869,-0.006708,-0.011881,0.25,0.005471,3.4,2,train
2.4,4,near_center,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.55385,1.221256,-1.219903,-0.057467,0.0,0.010131,3.4,2,train
2.4,5,near_right,3.0,3.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.658333,2.05177,-1.101039,-0.132024,0.0,0.010099,3.4,4,train
2.6,0,far_left,4.0,5.0,5.0,5.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.656925,2.485708,1.013739,0.063526,0.0,0.002841,3.6,5,train
2.6,1,far_center,2.0,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.90925,2.717519,2.714372,0.13075,0.0,0.004119,3.6,3,train
2.6,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9108,2.498545,2.445585,0.511703,0.0,0.004383,3.6,1,train
2.6,3,near_left,3.0,2.0,2.0,4.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.648167,0.847645,0.840373,0.04778,0.0,0.004989,3.6,2,train
2.6,4,near_center,1.0,1.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9239,2.524318,-2.516956,-0.192654,0.0,0.015553,3.6,1,train
2.6,5,near_right,4.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.56965,1.638626,-0.768218,-0.071911,0.0,0.010246,3.6,4,train
2.8,0,far_left,5.0,6.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.48848,1.816013,1.601951,0.228874,0.2,0.002648,3.8,5,train
2.8,1,far_center,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.764733,2.294789,1.308784,0.178245,0.0,0.003029,3.8,2,train
2.8,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9155,2.444751,2.395249,0.489476,0.0,0.004211,3.8,1,train
2.8,3,near_left,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6422,0.833259,0.827993,0.05506,0.0,0.005067,3.8,2,train
2.8,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8723,2.571277,-2.559911,-0.241502,0.0,0.016475,3.8,1,train
2.8,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694725,2.247419,-1.167837,-0.104198,0.0,0.010806,3.8,4,train
3.0,0,far_left,3.0,4.0,4.0,5.0,-2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8223,2.225517,2.218571,-0.024584,0.0,0.003716,4.0,4,train
3.0,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676567,2.326659,1.3389,0.172155,0.0,0.002925,4.0,2,train
3.0,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9288,2.410671,2.36392,0.47246,0.0,0.004084,4.0,1,train
3.0,3,near_left,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.632867,0.867147,0.799863,0.026776,0.0,0.004947,4.0,2,train
3.0,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906,2.681051,-2.664071,-0.301265,0.0,0.017442,4.0,1,train
3.0,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54675,1.945473,-0.858331,-0.050343,0.0,0.010493,4.0,4,train
3.2,0,far_left,5.0,5.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.67032,2.206181,1.59062,0.179638,0.0,0.003663,4.2,4,train
3.2,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.629933,1.374586,0.362309,0.188822,0.0,0.002633,4.2,2,train
3.2,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9241,2.721667,2.668771,0.533978,0.0,0.004028,4.2,1,train
3.2,3,near_left,2.0,2.0,2.0,3.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.607,0.025534,-0.022105,-0.012781,0.0,0.004957,4.2,2,train
3.2,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216,2.569024,-2.558261,-0.234913,0.0,0.01706,4.2,1,train
3.2,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713425,1.761992,-0.504607,0.010365,0.0,0.010398,4.2,4,train
3.4,0,far_left,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72728,2.826768,1.875594,0.362826,0.0,0.003524,4.4,4,train
3.4,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730467,3.034194,2.07758,0.441767,0.0,0.002477,4.4,4,train
3.4,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9128,2.570019,2.521367,0.497703,0.0,0.003931,4.4,1,train
3.4,3,near_left,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56995,0.003489,-0.001521,0.00314,0.0,0.00488,4.4,2,train
3.4,4,near_center,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5546,1.305085,-1.297905,-0.13671,0.0,0.014338,4.4,1,train
3.4,5,near_right,4.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6855,1.505096,-0.310489,0.049729,0.0,0.010245,4.4,3,train
3.6,0,far_left,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62064,2.798352,1.762007,0.299777,0.2,0.00342,4.6,4,train
3.6,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7268,2.27477,1.334328,0.24267,0.333333,0.002656,4.6,5,train
3.6,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979,2.528129,2.486429,0.45728,0.0,0.003972,4.6,1,train
3.6,3,near_left,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368,0.0,0.0,0.0,0.0,0.004842,4.6,2,train
3.6,4,near_center,1.0,1.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9103,2.620879,-2.605354,-0.284841,0.0,0.017904,4.6,1,train
3.6,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710875,1.466914,-0.138049,0.094616,0.0,0.009694,4.6,3,train
3.8,0,far_left,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58886,3.206485,1.473627,0.300842,0.0,0.003285,4.8,4,train
3.8,1,far_center,2.0,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8457,2.689694,2.687176,-0.115839,0.0,0.003778,4.8,4,train
3.8,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881,2.461589,2.425227,0.421541,0.0,0.003972,4.8,1,train
3.8,3,near_left,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55125,0.003488,-0.001521,0.003139,0.0,0.004938,4.8,3,train
3.8,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9151,2.589516,-2.573498,-0.287578,0.0,0.018962,4.8,1,train
3.8,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710125,1.448176,-0.076345,0.11912,0.0,0.009183,4.8,3,train
4.0,0,far_left,4.0,3.0,3.0,5.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.701425,2.847758,1.130968,0.069088,0.0,0.003711,5.0,4,train
4.0,1,far_center,2.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8291,3.19323,3.191597,0.017789,0.0,0.003361,5.0,4,train
4.0,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8736,2.517211,2.486136,0.394308,0.0,0.003848,5.0,1,train
4.0,3,near_left,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58535,0.025473,0.022056,0.012743,0.0,0.004842,5.0,3,train
4.0,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8794,2.564394,-2.546352,-0.303652,0.0,0.019996,5.0,2,train
4.0,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707575,1.574143,-0.209729,0.077485,0.0,0.008756,5.0,3,train
4.2,0,far_left,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853375,3.019826,1.189396,0.106903,0.0,0.00383,5.2,5,train
4.2,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80965,2.941427,2.939152,-0.016468,0.0,0.003128,5.2,4,train
4.2,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8777,2.368447,2.344135,0.338485,0.0,0.003848,5.2,1,train
4.2,3,near_left,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56765,0.006977,0.003042,-0.006279,0.0,0.004823,5.2,3,train
4.2,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9053,2.628937,-2.608559,-0.326691,0.0,0.019653,5.2,1,train
4.2,5,near_right,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659775,1.48747,-0.095498,0.098533,0.25,0.008156,5.2,3,train
4.4,0,far_left,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839925,3.06231,1.460248,0.188171,0.0,0.00385,5.4,5,train
4.4,1,far_center,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.436825,2.179824,2.178582,-0.025591,0.0,0.002374,5.4,4,train
4.4,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8765,2.393361,2.374133,0.302769,0.0,0.003754,5.4,1,train
4.4,3,near_left,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56355,0.00698,0.003043,-0.006282,0.0,0.004862,5.4,3,train
4.4,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8798,2.606826,-2.587675,-0.315402,0.0,0.020278,5.4,1,train
4.4,5,near_right,3.0,3.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8154,1.780637,-0.270828,0.078654,0.333333,0.00993,5.4,2,train
4.6,0,far_left,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800725,2.969007,1.471313,0.159128,0.0,0.003809,5.6,5,train
4.6,1,far_center,5.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41228,2.516361,2.272978,0.441561,0.0,0.00194,5.6,4,train
4.6,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9025,2.331562,2.315272,0.275129,0.0,0.003754,5.6,1,train
4.6,3,near_left,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5117,0.003491,0.001521,-0.003142,0.0,0.00488,5.6,3,train
4.6,4,near_center,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9047,2.580118,-2.562692,-0.299359,0.0,0.020413,5.6,1,train
4.6,5,near_right,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.622,1.699335,-0.002472,0.090537,0.0,0.009676,5.6,3,train
4.8,0,far_left,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8179,2.933112,0.928558,-0.072616,0.0,0.003692,5.8,5,train
4.8,1,far_center,4.0,4.0,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.51935,2.826662,2.481259,0.678845,0.0,0.001804,5.8,4,train
4.8,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8854,2.456513,2.439161,0.291458,0.0,0.00366,5.8,1,train
4.8,3,near_left,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.656333,0.004651,0.002028,-0.004186,0.0,0.005617,5.8,3,train
4.8,4,near_center,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666,2.167058,-2.167048,0.006419,0.0,0.019991,5.8,1,train
