sample_second,video_time_s,frame_index,track_id,label,confidence,bbox_x,bbox_y,bbox_width,bbox_height,center_x,center_y,area_px,displacement_px,speed_px_s,track_age_s,tracking_state,missed_frames
7.0,7.0,210,78,person,0.4447,767,308,100,169,817.0,392.5,16900,0.0,0.0,0.267,detected,0
8.0,8.0,240,3,person,0.1685,471,227,71,161,506.5,307.5,11431,147.55,73.78,8.0,predicted,6
8.0,8.0,240,5,person,0.7866,869,333,103,199,920.5,432.5,20497,251.46,251.46,8.0,detected,0
8.0,8.0,240,10,person,0.7916,785,415,146,196,858.0,513.0,28616,311.7,311.7,8.0,detected,0
8.0,8.0,240,18,person,0.5298,575,181,87,195,618.5,278.5,16965,150.77,150.77,7.767,detected,0
8.0,8.0,240,28,person,0.6453,707,225,57,149,735.5,299.5,8493,174.56,174.56,7.2,detected,0
8.0,8.0,240,54,person,0.7904,205,419,146,185,278.0,511.5,27010,140.35,140.35,5.233,detected,0
8.0,8.0,240,78,person,0.7231,1126,173,121,184,1186.5,265.0,22264,390.88,390.88,1.267,detected,0
8.0,8.0,240,89,person,0.3523,372,66,45,117,394.5,124.5,5265,0.0,0.0,0.9,predicted,9
8.0,8.0,240,96,person,0.7809,-260,147,66,124,-227.0,209.0,8184,0.0,0.0,0.733,predicted,10
8.0,8.0,240,97,person,0.1836,368,181,50,108,393.0,235.0,5400,0.0,0.0,0.733,predicted,4
8.0,8.0,240,98,person,0.2106,325,72,51,156,350.5,150.0,7956,0.0,0.0,0.667,detected,0
8.0,8.0,240,102,person,0.1563,441,17,55,105,468.5,69.5,5775,0.0,0.0,0.633,predicted,11
8.0,8.0,240,105,person,0.2376,563,89,42,102,584.0,140.0,4284,0.0,0.0,0.533,predicted,13
8.0,8.0,240,112,person,0.1778,1072,52,43,85,1093.5,94.5,3655,0.0,0.0,0.267,predicted,1
8.0,8.0,240,113,person,0.1538,1128,58,41,144,1148.5,130.0,5904,0.0,0.0,0.233,predicted,1
8.0,8.0,240,117,person,0.4156,1054,639,85,82,1096.5,680.0,6970,0.0,0.0,0.1,predicted,1
8.0,8.0,240,118,person,0.7318,1010,272,113,185,1066.5,364.5,20905,0.0,0.0,0.067,detected,0
8.0,8.0,240,119,person,0.3952,1007,43,52,126,1033.0,106.0,6552,0.0,0.0,0.067,detected,0
9.0,9.0,270,3,person,0.3383,206,264,56,103,234.0,315.5,5768,272.62,272.62,9.0,detected,0
9.0,9.0,270,5,person,0.7783,808,324,69,186,842.5,417.0,12834,79.53,79.53,9.0,detected,0
9.0,9.0,270,9,person,0.1924,155,153,56,131,183.0,218.5,7336,470.04,156.68,9.0,detected,0
9.0,9.0,270,10,person,0.7605,741,424,86,212,784.0,530.0,18232,75.93,75.93,9.0,detected,0
9.0,9.0,270,14,person,0.1925,2561,-373,53,158,2587.5,-294.0,8374,2565.94,1282.97,8.9,predicted,9
9.0,9.0,270,18,person,0.7311,453,225,62,190,484.0,320.0,11780,140.76,140.76,8.767,detected,0
9.0,9.0,270,28,person,0.7425,583,226,58,178,612.0,315.0,10324,124.47,124.47,8.2,detected,0
9.0,9.0,270,54,person,0.3209,132,500,85,211,174.5,605.5,17935,139.82,139.82,6.233,detected,0
9.0,9.0,270,89,person,0.2023,-264,268,89,228,-219.5,382.0,20292,665.81,665.81,1.9,predicted,12
9.0,9.0,270,93,person,0.7262,402,177,72,134,438.0,244.0,9648,0.0,0.0,1.767,detected,0
9.0,9.0,270,98,person,0.2366,420,-240,41,106,440.5,-187.0,4346,348.81,348.81,1.667,predicted,9
9.0,9.0,270,105,person,0.3693,198,169,46,105,221.0,221.5,4830,372.04,372.04,1.533,detected,0
9.0,9.0,270,111,person,0.7907,1030,108,85,168,1072.5,192.0,14280,0.0,0.0,1.267,detected,0
9.0,9.0,270,113,person,0.3356,1016,732,75,61,1053.5,762.5,4575,639.59,639.59,1.233,predicted,4
9.0,9.0,270,118,person,0.8751,979,234,77,203,1017.5,335.5,15631,56.94,56.94,1.067,detected,0
9.0,9.0,270,119,person,0.6862,271,115,61,161,301.5,195.5,9821,736.95,736.95,1.067,detected,0
9.0,9.0,270,122,person,0.5067,945,570,57,84,973.5,612.0,4788,0.0,0.0,0.833,detected,0
9.0,9.0,270,123,person,0.2147,898,587,58,51,927.0,612.5,2958,0.0,0.0,0.833,predicted,1
9.0,9.0,270,128,person,0.1588,149,258,55,97,176.5,306.5,5335,0.0,0.0,0.767,predicted,1
9.0,9.0,270,141,person,0.222,142,154,50,94,167.0,201.0,4700,0.0,0.0,0.433,detected,0
9.0,9.0,270,146,person,0.3091,64,233,56,78,92.0,272.0,4368,0.0,0.0,0.167,detected,0
9.0,9.0,270,148,person,0.1531,104,150,52,92,130.0,196.0,4784,0.0,0.0,0.167,detected,0
9.0,9.0,270,150,person,0.1842,1243,632,36,87,1261.0,675.5,3132,0.0,0.0,0.133,predicted,4
9.0,9.0,270,151,person,0.2533,2,159,48,122,26.0,220.0,5856,0.0,0.0,0.133,detected,0
10.0,10.0,300,5,person,0.554,791,334,67,189,824.5,428.5,12663,21.36,21.36,10.0,detected,0
10.0,10.0,300,7,person,0.4872,126,577,60,143,156.0,648.5,8580,366.0,73.2,10.0,detected,0
10.0,10.0,300,9,person,0.7094,-3410,1070,48,86,-3386.0,1113.0,4128,3679.39,3679.39,10.0,predicted,11
10.0,10.0,300,10,person,0.2943,703,468,73,196,739.5,566.0,14308,57.24,57.24,10.0,detected,0
10.0,10.0,300,18,person,0.3823,335,317,77,160,373.5,397.0,12320,134.68,134.68,9.767,detected,0
10.0,10.0,300,28,person,0.2341,542,266,58,168,571.0,350.0,9744,53.91,53.91,9.2,detected,0
10.0,10.0,300,97,person,0.4594,343,210,50,128,368.0,274.0,6400,46.32,23.16,2.733,detected,0
10.0,10.0,300,98,person,0.4547,625,-1111,70,145,660.0,-1038.5,10150,879.34,879.34,2.667,predicted,14
10.0,10.0,300,111,person,0.5042,1003,94,73,177,1039.5,182.5,12921,34.34,34.34,2.267,detected,0
10.0,10.0,300,118,person,0.4383,949,239,71,180,984.5,329.0,12780,33.63,33.63,2.067,detected,0
10.0,10.0,300,149,person,0.3158,1393,510,58,150,1422.0,585.0,8700,0.0,0.0,1.167,predicted,13
10.0,10.0,300,150,person,0.188,897,652,98,112,946.0,708.0,10976,316.67,316.67,1.133,predicted,6
10.0,10.0,300,151,person,0.2883,-72,-17,51,166,-46.5,66.0,8466,170.21,170.21,1.133,predicted,15
10.0,10.0,300,153,person,0.7372,40,1,72,174,76.0,88.0,12528,0.0,0.0,0.867,predicted,13
10.0,10.0,300,155,person,0.5355,1135,778,67,62,1168.5,809.0,4154,0.0,0.0,0.6,predicted,7
10.0,10.0,300,160,person,0.2745,341,35,35,60,358.5,65.0,2100,0.0,0.0,0.533,predicted,10
10.0,10.0,300,163,person,0.1871,1024,651,50,88,1049.0,695.0,4400,0.0,0.0,0.5,predicted,3
10.0,10.0,300,164,person,0.1763,921,621,42,32,942.0,637.0,1344,0.0,0.0,0.367,predicted,4
10.0,10.0,300,165,person,0.1897,1244,519,42,119,1265.0,578.5,4998,0.0,0.0,0.267,predicted,7
10.0,10.0,300,166,person,0.2532,1153,600,39,58,1172.5,629.0,2262,0.0,0.0,0.233,predicted,7
11.0,11.0,330,5,person,0.8486,757,387,78,193,796.0,483.5,15054,61.95,61.95,11.0,detected,0
11.0,11.0,330,7,person,0.188,113,691,38,32,132.0,707.0,1216,63.23,63.23,11.0,predicted,3
11.0,11.0,330,10,person,0.7559,662,573,63,146,693.5,646.0,9198,92.28,92.28,11.0,detected,0
11.0,11.0,330,18,person,0.8264,275,432,73,183,311.5,523.5,13359,140.88,140.88,10.767,detected,0
11.0,11.0,330,28,person,0.6259,516,347,53,188,542.5,441.0,9964,95.36,95.36,10.2,detected,0
11.0,11.0,330,93,person,0.2068,234,281,75,140,271.5,351.0,10500,197.92,98.96,3.767,detected,0
11.0,11.0,330,111,person,0.5842,891,122,63,174,922.5,209.0,10962,119.96,119.96,3.267,detected,0
11.0,11.0,330,114,person,0.2104,-138,-113,55,161,-110.5,-32.5,8855,0.0,0.0,3.2,predicted,4
11.0,11.0,330,118,person,0.8796,860,276,55,191,887.5,371.5,10505,105.9,105.9,3.067,detected,0
11.0,11.0,330,121,person,0.4967,615,953,56,151,643.0,1028.5,8456,0.0,0.0,2.867,predicted,12
11.0,11.0,330,153,person,0.2693,206,-8,39,147,225.5,65.5,5733,151.18,151.18,1.867,predicted,3
11.0,11.0,330,155,person,0.2546,1270,725,41,47,1290.5,748.5,1927,136.18,136.18,1.6,predicted,12
11.0,11.0,330,160,person,0.4735,-95,222,39,146,-75.5,295.0,5694,491.18,491.18,1.533,predicted,3
11.0,11.0,330,165,person,0.2303,1140,568,57,86,1168.5,611.0,4902,101.83,101.83,1.267,detected,0
11.0,11.0,330,172,person,0.6547,0,140,49,178,24.5,229.0,8722,0.0,0.0,0.833,detected,0
11.0,11.0,330,179,person,0.4087,1141,272,56,145,1169.0,344.5,8120,0.0,0.0,0.533,detected,0
11.0,11.0,330,188,person,0.1863,1072,237,67,125,1105.5,299.5,8375,0.0,0.0,0.167,predicted,4
11.0,11.0,330,189,person,0.2524,1251,358,29,90,1265.5,403.0,2610,0.0,0.0,0.133,detected,0
11.0,11.0,330,191,person,0.377,1245,503,33,64,1261.5,535.0,2112,0.0,0.0,0.067,detected,0
11.0,11.0,330,193,person,0.1502,1259,523,21,84,1269.5,565.0,1764,0.0,0.0,0.067,detected,0
