sample_second,video_time_s,frame_index,track_id,label,confidence,bbox_x,bbox_y,bbox_width,bbox_height,center_x,center_y,area_px,displacement_px,speed_px_s,track_age_s,tracking_state,missed_frames
4.0,4.0,120,37,person,0.5627,351,90,14,40,358.0,110.0,560,4.12,4.12,3.033,detected,0
4.0,4.0,120,41,person,0.1688,723,138,17,25,731.5,150.5,425,47.2,47.2,2.967,predicted,4
4.0,4.0,120,44,person,0.3994,788,119,13,37,794.5,137.5,481,28.5,28.5,2.733,predicted,3
4.0,4.0,120,55,person,0.8041,835,94,17,41,843.5,114.5,697,20.6,20.6,2.5,detected,0
4.0,4.0,120,56,person,0.2709,300,85,13,42,306.5,106.0,546,2.06,2.06,2.467,detected,0
4.0,4.0,120,57,person,0.2828,551,79,10,30,556.0,94.0,300,359.77,179.88,2.433,detected,0
4.0,4.0,120,75,person,0.924,982,223,76,204,1020.0,325.0,15504,33.74,33.74,1.533,detected,0
4.0,4.0,120,77,person,0.7267,1072,153,18,50,1081.0,178.0,900,7.38,7.38,1.333,detected,0
4.0,4.0,120,78,person,0.841,1043,151,22,57,1054.0,179.5,1254,4.27,4.27,1.233,detected,0
4.0,4.0,120,79,person,0.1652,44,200,37,98,62.5,249.0,3626,0.0,0.0,0.967,detected,0
4.0,4.0,120,81,person,0.2109,1013,179,19,50,1022.5,204.0,950,0.0,0.0,0.567,predicted,3
4.0,4.0,120,82,person,0.1632,1167,114,16,29,1175.0,128.5,464,0.0,0.0,0.133,detected,0
4.0,4.0,120,87,person,0.7242,0,530,122,187,61.0,623.5,22814,0.0,0.0,0.033,detected,0
5.0,5.0,150,2,person,0.5486,846,175,68,159,880.0,254.5,10812,49.65,49.65,5.0,detected,0
5.0,5.0,150,4,person,0.9258,927,536,189,181,1021.5,626.5,34209,313.52,313.52,5.0,detected,0
5.0,5.0,150,7,person,0.8549,783,131,22,66,794.0,164.0,1452,40.05,40.05,5.0,detected,0
5.0,5.0,150,9,person,0.3805,1041,246,72,174,1077.0,333.0,12528,7.91,7.91,5.0,detected,0
5.0,5.0,150,10,person,0.175,864,96,12,31,870.0,111.5,372,0.71,0.71,5.0,predicted,1
5.0,5.0,150,12,person,0.1666,60,-40,15,41,67.5,-19.5,615,261.96,87.32,5.0,predicted,4
5.0,5.0,150,13,person,0.7677,898,117,18,48,907.0,141.0,864,10.06,10.06,5.0,detected,0
5.0,5.0,150,14,person,0.7247,269,102,20,41,279.0,122.5,820,1.12,1.12,5.0,detected,0
5.0,5.0,150,16,person,0.1532,586,80,10,21,591.0,90.5,210,0.0,0.0,4.933,predicted,4
5.0,5.0,150,20,person,0.3577,839,100,14,33,846.0,116.5,462,24.91,24.91,4.733,detected,0
5.0,5.0,150,21,person,0.1817,952,107,10,21,957.0,117.5,210,430.44,430.44,4.7,predicted,4
5.0,5.0,150,25,person,0.1537,524,81,19,37,533.5,99.5,703,35.39,35.39,4.633,predicted,1
5.0,5.0,150,26,person,0.4984,255,104,16,42,263.0,125.0,672,1.58,1.58,4.533,detected,0
5.0,5.0,150,28,person,0.1552,318,84,12,41,324.0,104.5,492,3.04,3.04,4.5,predicted,3
5.0,5.0,150,37,person,0.309,350,90,17,37,358.5,108.5,629,1.58,1.58,4.033,predicted,15
5.0,5.0,150,44,person,0.7469,888,132,15,37,895.5,150.5,555,101.83,101.83,3.733,predicted,9
5.0,5.0,150,55,person,0.6532,855,101,12,38,861.0,120.0,456,18.34,18.34,3.5,detected,0
5.0,5.0,150,56,person,0.2091,300,92,12,35,306.0,109.5,420,3.54,3.54,3.467,predicted,7
5.0,5.0,150,57,person,0.1711,541,82,6,23,544.0,93.5,138,12.01,12.01,3.433,detected,0
5.0,5.0,150,77,person,0.1812,1078,156,22,51,1089.0,181.5,1122,8.73,8.73,2.333,detected,0
5.0,5.0,150,78,person,0.6478,1052,151,19,61,1061.5,181.5,1159,7.76,7.76,2.233,detected,0
5.0,5.0,150,80,person,0.8383,122,211,36,76,140.0,249.0,2736,0.0,0.0,1.933,detected,0
5.0,5.0,150,82,person,0.168,1167,114,16,29,1175.0,128.5,464,0.0,0.0,1.133,predicted,6
5.0,5.0,150,87,person,0.9353,320,358,125,357,382.5,536.5,44625,333.06,333.06,1.033,detected,0
5.0,5.0,150,89,person,0.9364,207,418,148,299,281.0,567.5,44252,0.0,0.0,0.533,detected,0
5.0,5.0,150,90,person,0.2335,822,96,11,27,827.5,109.5,297,0.0,0.0,0.3,predicted,1
5.0,5.0,150,92,person,0.2257,103,221,12,38,109.0,240.0,456,0.0,0.0,0.267,predicted,7
5.0,5.0,150,93,person,0.9358,969,246,89,219,1013.5,355.5,19491,0.0,0.0,0.233,detected,0
6.0,6.0,180,2,person,0.9205,894,170,51,140,919.5,240.0,7140,42.08,42.08,6.0,detected,0
6.0,6.0,180,4,person,0.44,1061,548,207,168,1164.5,632.0,34776,143.11,143.11,6.0,predicted,10
6.0,6.0,180,7,person,0.9104,808,136,34,66,825.0,169.0,2244,31.4,31.4,6.0,detected,0
6.0,6.0,180,9,person,0.2341,939,955,137,102,1007.5,1006.0,13974,676.58,676.58,6.0,predicted,11
6.0,6.0,180,13,person,0.3288,912,123,13,46,918.5,146.0,598,12.54,12.54,6.0,detected,0
6.0,6.0,180,14,person,0.7524,271,102,19,40,280.5,122.0,760,1.58,1.58,6.0,detected,0
6.0,6.0,180,16,person,0.219,586,80,10,21,591.0,90.5,210,0.0,0.0,5.933,predicted,1
6.0,6.0,180,20,person,0.4199,860,98,16,39,868.0,117.5,624,22.02,22.02,5.733,detected,0
6.0,6.0,180,21,person,0.164,745,96,8,21,749.0,106.5,168,208.29,208.29,5.7,detected,0
6.0,6.0,180,25,person,0.796,558,87,15,36,565.5,105.0,540,32.47,32.47,5.633,detected,0
6.0,6.0,180,26,person,0.2545,255,91,19,54,264.5,118.0,1026,7.16,7.16,5.533,detected,0
6.0,6.0,180,28,person,0.2467,318,74,12,31,324.0,89.5,372,15.0,15.0,5.5,predicted,11
6.0,6.0,180,30,person,0.2426,1075,163,18,40,1084.0,183.0,720,18.79,9.4,5.467,predicted,3
6.0,6.0,180,37,person,0.1662,301,82,15,45,308.5,104.5,675,50.16,50.16,5.033,predicted,9
6.0,6.0,180,44,person,0.3048,898,96,20,48,908.0,120.0,960,32.96,32.96,4.733,predicted,15
6.0,6.0,180,55,person,0.5988,872,102,18,42,881.0,123.0,756,20.22,20.22,4.5,detected,0
6.0,6.0,180,57,person,0.2121,528,76,10,19,533.0,85.5,190,13.6,13.6,4.433,predicted,1
6.0,6.0,180,75,person,0.6922,1043,242,63,178,1074.5,331.0,11214,54.83,27.41,3.533,detected,0
6.0,6.0,180,78,person,0.2419,1127,171,22,54,1138.0,198.0,1188,78.26,78.26,3.233,predicted,3
6.0,6.0,180,82,person,0.1847,1167,114,15,30,1174.5,129.0,450,0.71,0.71,2.133,predicted,1
6.0,6.0,180,87,person,0.9267,501,268,96,292,549.0,414.0,28032,206.71,206.71,2.033,detected,0
6.0,6.0,180,89,person,0.9409,400,319,111,268,455.5,453.0,29748,208.71,208.71,1.533,detected,0
6.0,6.0,180,93,person,0.9417,945,270,103,251,996.5,395.5,25853,43.46,43.46,1.233,detected,0
6.0,6.0,180,94,person,0.8693,172,194,34,85,189.0,236.5,2890,0.0,0.0,0.333,detected,0
6.0,6.0,180,108,person,0.1632,1058,360,127,188,1121.5,454.0,23876,0.0,0.0,0.133,predicted,3
7.0,7.0,210,2,person,0.9322,948,171,51,127,973.5,234.5,6477,54.28,54.28,7.0,detected,0
7.0,7.0,210,7,person,0.8758,853,139,21,67,863.5,172.5,1407,38.66,38.66,7.0,detected,0
7.0,7.0,210,12,person,0.2606,-3432,-1766,19,46,-3422.5,-1743.0,874,3892.37,1946.19,7.0,predicted,4
7.0,7.0,210,13,person,0.6214,901,107,12,41,907.0,127.5,492,21.78,21.78,7.0,detected,0
7.0,7.0,210,16,person,0.1602,599,82,14,28,606.0,96.0,392,15.98,15.98,6.933,predicted,1
7.0,7.0,210,20,person,0.6471,886,105,14,36,893.0,123.0,504,25.6,25.6,6.733,detected,0
7.0,7.0,210,21,person,0.1533,758,98,12,22,764.0,109.0,264,15.21,15.21,6.7,predicted,10
7.0,7.0,210,25,person,0.7873,585,81,16,39,593.0,100.5,624,27.87,27.87,6.633,detected,0
7.0,7.0,210,26,person,0.2433,254,90,20,32,264.0,106.0,640,12.01,12.01,6.533,detected,0
7.0,7.0,210,28,person,0.1618,318,80,11,42,323.5,101.0,462,11.51,11.51,6.5,predicted,3
7.0,7.0,210,30,person,0.7296,1059,144,20,42,1069.0,165.0,840,23.43,23.43,6.467,detected,0
7.0,7.0,210,37,person,0.1942,303,82,14,45,310.0,104.5,630,1.5,1.5,6.033,detected,0
7.0,7.0,210,56,person,0.2834,284,93,21,50,294.5,118.0,1050,14.3,7.15,5.467,predicted,4
7.0,7.0,210,57,person,0.1566,512,80,17,28,520.5,94.0,476,15.12,15.12,5.433,detected,0
7.0,7.0,210,75,person,0.8814,1039,232,66,189,1072.0,326.5,12474,5.15,5.15,4.533,detected,0
7.0,7.0,210,77,person,0.4637,1119,172,26,63,1132.0,203.5,1638,48.3,24.15,4.333,detected,0
7.0,7.0,210,78,person,0.515,1103,175,19,50,1112.5,200.0,950,25.58,25.58,4.233,detected,0
7.0,7.0,210,82,person,0.485,828,229,20,41,838.0,249.5,820,357.42,357.42,3.133,predicted,9
7.0,7.0,210,87,person,0.9263,634,222,76,235,672.0,339.5,17860,143.8,143.8,3.033,detected,0
7.0,7.0,210,89,person,0.9296,541,257,78,209,580.0,361.5,16302,154.51,154.51,2.533,detected,0
7.0,7.0,210,93,person,0.9323,917,283,121,268,977.5,417.0,32428,28.69,28.69,2.233,detected,0
7.0,7.0,210,94,person,0.8061,227,181,27,74,240.5,218.0,1998,54.72,54.72,1.333,detected,0
8.0,8.0,240,2,person,0.2448,986,187,24,102,998.0,238.0,2448,24.75,24.75,8.0,predicted,5
8.0,8.0,240,7,person,0.9035,877,142,31,67,892.5,175.5,2077,29.15,29.15,8.0,detected,0
8.0,8.0,240,13,person,0.8051,905,108,18,41,914.0,128.5,738,7.07,7.07,8.0,detected,0
8.0,8.0,240,14,person,0.6922,273,103,16,41,281.0,123.5,656,1.58,0.79,8.0,detected,0
8.0,8.0,240,16,person,0.8148,552,90,10,32,557.0,106.0,320,50.01,50.01,7.933,detected,0
8.0,8.0,240,20,person,0.6574,875,104,13,42,881.5,125.0,546,11.67,11.67,7.733,detected,0
8.0,8.0,240,25,person,0.3935,611,82,17,35,619.5,99.5,595,26.52,26.52,7.633,detected,0
8.0,8.0,240,26,person,0.1604,254,112,12,34,260.0,129.0,408,23.35,23.35,7.533,detected,0
8.0,8.0,240,28,person,0.1834,231,98,19,54,240.5,125.0,1026,86.4,86.4,7.5,predicted,4
8.0,8.0,240,30,person,0.5237,1047,152,14,29,1054.0,166.5,406,15.07,15.07,7.467,detected,0
8.0,8.0,240,37,person,0.2092,305,83,10,44,310.0,105.0,440,0.5,0.5,7.033,detected,0
8.0,8.0,240,55,person,0.3725,954,152,21,31,964.5,167.5,651,94.62,47.31,6.5,detected,0
8.0,8.0,240,56,person,0.1916,339,95,13,30,345.5,110.0,390,51.62,51.62,6.467,detected,0
8.0,8.0,240,57,person,0.2908,586,81,9,26,590.5,94.0,234,70.0,70.0,6.433,detected,0
8.0,8.0,240,75,person,0.4959,1039,245,66,176,1072.0,333.0,11616,6.5,6.5,5.533,detected,0
8.0,8.0,240,77,person,0.2778,1145,173,34,79,1162.0,212.5,2686,31.32,31.32,5.333,detected,0
8.0,8.0,240,78,person,0.1755,1099,192,28,57,1113.0,220.5,1596,20.51,20.51,5.233,predicted,3
8.0,8.0,240,87,person,0.909,726,197,81,196,766.5,295.0,15876,104.45,104.45,4.033,detected,0
8.0,8.0,240,89,person,0.9282,636,222,67,169,669.5,306.5,11323,105.05,105.05,3.533,detected,0
8.0,8.0,240,93,person,0.9492,910,278,114,272,967.0,414.0,31008,10.92,10.92,3.233,detected,0
8.0,8.0,240,94,person,0.798,260,164,32,74,276.0,201.0,2368,39.36,39.36,2.333,detected,0
8.0,8.0,240,134,person,0.6894,577,81,9,27,581.5,94.5,243,0.0,0.0,0.133,detected,0
9.0,9.0,270,7,person,0.9035,902,149,32,68,918.0,183.0,2176,26.58,26.58,9.0,detected,0
9.0,9.0,270,13,person,0.8459,902,108,17,44,910.5,130.0,748,3.81,3.81,9.0,detected,0
9.0,9.0,270,14,person,0.6129,271,102,18,41,280.0,122.5,738,1.41,1.41,9.0,detected,0
9.0,9.0,270,20,person,0.6797,847,105,20,39,857.0,124.5,780,24.51,24.51,8.733,detected,0
9.0,9.0,270,25,person,0.4727,1293,150,15,39,1300.5,169.5,585,684.59,684.59,8.633,predicted,7
9.0,9.0,270,26,person,0.2991,252,101,16,46,260.0,124.0,736,5.0,5.0,8.533,detected,0
9.0,9.0,270,30,person,0.8565,1096,158,26,64,1109.0,190.0,1664,59.81,59.81,8.467,detected,0
9.0,9.0,270,55,person,0.2428,1025,153,14,35,1032.0,170.5,490,67.57,67.57,7.5,detected,0
9.0,9.0,270,56,person,0.2167,316,104,15,35,323.5,121.5,525,24.82,24.82,7.467,detected,0
9.0,9.0,270,57,person,0.4694,567,82,11,24,572.5,94.0,264,18.0,18.0,7.433,detected,0
9.0,9.0,270,75,person,0.4143,1039,197,103,223,1090.5,308.5,22969,30.7,30.7,6.533,detected,0
9.0,9.0,270,77,person,0.1788,1171,174,21,51,1181.5,199.5,1071,23.44,23.44,6.333,predicted,13
9.0,9.0,270,87,person,0.9155,790,183,68,170,824.0,268.0,11560,63.52,63.52,5.033,detected,0
9.0,9.0,270,89,person,0.917,702,198,57,145,730.5,270.5,8265,70.83,70.83,4.533,detected,0
9.0,9.0,270,93,person,0.9344,880,282,129,279,944.5,421.5,35991,23.72,23.72,4.233,detected,0
9.0,9.0,270,94,person,0.7692,296,157,31,67,311.5,190.5,2077,37.02,37.02,3.333,detected,0
9.0,9.0,270,129,person,0.7701,582,85,13,36,588.5,103.0,468,0.0,0.0,1.467,detected,0
9.0,9.0,270,134,person,0.7627,554,82,9,28,558.5,96.0,252,23.05,23.05,1.133,detected,0
9.0,9.0,270,135,person,0.9113,1026,186,43,114,1047.5,243.0,4902,0.0,0.0,1.067,detected,0
9.0,9.0,270,145,person,0.2381,1132,187,32,60,1148.0,217.0,1920,0.0,0.0,0.433,detected,0
10.0,10.0,300,7,person,0.9004,910,145,25,72,922.5,181.0,1800,4.92,4.92,10.0,detected,0
10.0,10.0,300,13,person,0.8459,903,109,17,46,911.5,132.0,782,2.24,2.24,10.0,detected,0
10.0,10.0,300,14,person,0.261,265,97,23,49,276.5,121.5,1127,3.64,3.64,10.0,detected,0
10.0,10.0,300,16,person,0.5965,552,85,8,24,556.0,97.0,192,9.06,4.53,9.933,detected,0
10.0,10.0,300,20,person,0.2066,827,119,12,23,833.0,130.5,276,24.74,24.74,9.733,detected,0
10.0,10.0,300,25,person,0.152,1948,197,20,38,1958.0,216.0,760,659.14,659.14,9.633,predicted,7
10.0,10.0,300,28,person,0.1872,460,60,11,21,465.5,70.5,231,231.51,115.75,9.5,detected,0
10.0,10.0,300,37,person,0.6401,302,96,23,51,313.5,121.5,1173,16.87,8.43,9.033,detected,0
10.0,10.0,300,55,person,0.4016,1038,154,17,39,1046.5,173.5,663,14.81,14.81,8.5,detected,0
10.0,10.0,300,75,person,0.8654,1040,225,68,204,1074.0,327.0,13872,24.79,24.79,7.533,detected,0
10.0,10.0,300,78,person,0.5927,1065,151,26,52,1078.0,177.0,1352,55.83,27.92,7.233,detected,0
10.0,10.0,300,89,person,0.9178,778,184,47,129,801.5,248.5,6063,74.33,74.33,5.533,detected,0
10.0,10.0,300,93,person,0.9304,881,282,97,279,929.5,421.5,27063,15.0,15.0,5.233,detected,0
10.0,10.0,300,94,person,0.8268,332,143,23,65,343.5,175.5,1495,35.34,35.34,4.333,detected,0
10.0,10.0,300,129,person,0.3304,610,90,11,28,615.5,104.0,308,27.02,27.02,2.467,detected,0
10.0,10.0,300,134,person,0.2978,533,84,11,24,538.5,96.0,264,20.0,20.0,2.133,detected,0
