sample_second,zone_id,zone,current_count,projected_count,previous_count,count_delta,inflow,outflow,projected_inflow,projected_outflow,new_entries,disappeared,mean_confidence,mean_speed,mean_velocity_x,mean_velocity_y,predicted_ratio,mean_bbox_area,target_second,target_next_count,data_split
2.0,4,near_center,1.0,1.0,4.0,-3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.8903,130.14,-106.0,81.0,0.0,30492.0,3.0,1,train
2.0,5,near_right,4.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.69005,76.0075,16.0,19.0,0.0,18737.25,3.0,4,train
3.0,0,far_left,3.0,4.0,5.0,-2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8223,53.736667,50.333333,-22.666667,0.0,7705.333333,4.0,4,train
3.0,1,far_center,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676567,45.646667,22.666667,-17.333333,0.0,6065.666667,4.0,2,train
3.0,2,far_right,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9288,24.91,4.5,-27.0,0.0,8468.0,4.0,1,train
3.0,3,near_left,3.0,2.0,4.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.632867,28.53,25.833333,-11.666667,0.0,10257.333333,4.0,2,train
3.0,4,near_center,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906,147.37,-113.5,105.0,0.0,36168.0,4.0,1,train
3.0,5,near_right,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.54675,78.7425,6.125,28.25,0.0,21759.25,4.0,4,train
4.0,0,far_left,4.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.701425,61.4025,43.5,-23.0,0.0,7695.0,5.0,4,train
4.0,1,far_center,2.0,3.0,3.0,-1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.8291,61.825,33.75,-17.0,0.0,6968.5,5.0,4,train
4.0,2,far_right,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8736,24.88,9.5,-26.0,0.0,7980.0,5.0,1,train
4.0,3,near_left,2.0,2.0,3.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.58535,0.5,0.5,-0.5,0.0,10040.0,5.0,3,train
4.0,4,near_center,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8794,168.01,-127.0,119.0,0.0,41464.0,5.0,2,train
4.0,5,near_right,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707575,76.415,1.375,-4.5,0.0,18156.75,5.0,3,train
5.0,0,far_left,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841275,56.3875,27.875,-10.0,0.0,7740.25,6.0,5,train
5.0,1,far_center,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.652825,39.845,26.0,-13.75,0.0,3464.0,6.0,4,train
5.0,2,far_right,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8862,25.24,14.0,-23.0,0.0,7480.0,6.0,1,train
5.0,3,near_left,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.680967,0.54,0.166667,0.0,0.0,13157.333333,6.0,3,train
5.0,4,near_center,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.47505,93.61,-78.5,42.0,0.0,31925.5,6.0,1,train
5.0,5,near_right,3.0,2.0,4.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.665567,66.503333,8.333333,-0.333333,0.0,20820.333333,6.0,3,train
6.0,0,far_left,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.71618,43.044,20.0,-9.8,0.0,6021.0,7.0,3,train
6.0,1,far_center,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496375,30.61,5.375,-15.0,0.0,2949.75,7.0,5,train
6.0,2,far_right,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7506,23.35,16.0,-21.0,0.0,6784.0,7.0,0,train
6.0,3,near_left,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679033,44.99,37.833333,-24.0,0.0,16172.666667,7.0,3,train
6.0,4,near_center,1.0,2.0,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8719,221.49,-190.5,86.0,0.0,16568.0,7.0,1,train
6.0,5,near_right,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.600867,66.786667,14.166667,2.666667,0.0,20433.666667,7.0,3,train
7.0,0,far_left,3.0,2.0,5.0,-2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.846133,59.2,14.666667,-8.333333,0.0,7423.666667,8.0,4,train
7.0,1,far_center,5.0,6.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.55026,32.724,4.4,-22.0,0.0,3103.2,8.0,2,train
7.0,2,far_right,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,train
7.0,3,near_left,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615667,47.93,42.666667,-24.666667,0.0,14547.333333,8.0,4,train
7.0,4,near_center,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8876,81.37,51.5,-68.0,0.0,19500.0,8.0,1,train
7.0,5,near_right,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.611233,31.503333,-0.666667,27.333333,0.0,15005.666667,8.0,3,train
8.0,0,far_left,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.62955,49.4975,6.5,-12.75,0.0,5296.25,9.0,3,train
8.0,1,far_center,2.0,2.0,5.0,-3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.86435,41.575,1.75,-5.0,0.0,5403.5,9.0,3,train
8.0,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,train
8.0,3,near_left,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.668325,27.215,23.25,-15.75,0.0,14061.75,9.0,4,train
8.0,4,near_center,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,75.71,51.5,-60.0,0.0,17298.0,9.0,1,train
8.0,5,near_right,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222,60.286667,-2.0,35.333333,0.0,18520.666667,9.0,3,train
9.0,0,far_left,3.0,3.0,4.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6871,47.64,-7.666667,7.666667,0.0,4980.333333,10.0,4,train
9.0,1,far_center,3.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.889833,36.263333,18.5,-8.666667,0.0,5962.0,10.0,4,train
9.0,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,train
9.0,3,near_left,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63425,56.7225,45.5,-32.25,0.0,12904.25,10.0,5,train
9.0,4,near_center,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9066,60.22,35.0,-52.0,0.0,16380.0,10.0,0,train
9.0,5,near_right,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634067,57.743333,-8.5,1.666667,0.0,15751.0,10.0,3,train
10.0,0,far_left,4.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.519025,43.8025,-14.375,10.0,0.0,4297.75,11.0,4,train
10.0,1,far_center,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.847075,42.7575,24.875,-19.25,0.0,7907.25,11.0,4,train
10.0,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2,train
10.0,3,near_left,5.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.77504,43.84,36.0,-13.6,0.0,14284.8,11.0,5,train
10.0,4,near_center,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,train
10.0,5,near_right,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7007,39.593333,20.5,-37.333333,0.0,17461.0,11.0,3,train
11.0,0,far_left,4.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3779,38.17,-14.375,-10.0,0.0,3712.25,12.0,3,train
11.0,1,far_center,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5557,46.3525,16.375,-23.75,0.0,6518.5,12.0,4,train
11.0,2,far_right,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.28,0.0,0.0,0.0,0.0,7206.0,12.0,3,train
11.0,3,near_left,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7642,33.612,27.7,-19.2,0.0,14762.0,12.0,6,train
11.0,4,near_center,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7709,77.71,45.5,64.0,0.0,23000.0,12.0,2,train
11.0,5,near_right,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636933,112.34,93.5,-25.666667,0.0,23540.666667,12.0,4,train
12.0,0,far_left,3.0,3.0,4.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.512367,17.14,5.333333,-1.333333,0.0,2754.333333,13.0,5,train
12.0,1,far_center,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753625,44.475,19.75,-5.75,0.0,6500.0,13.0,4,train
12.0,2,far_right,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.420767,76.756667,-34.5,68.333333,0.0,7505.333333,13.0,3,train
12.0,3,near_left,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.720083,72.198333,23.333333,-12.5,0.0,11959.666667,13.0,5,train
12.0,4,near_center,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8776,96.415,93.25,-24.5,0.0,20449.0,13.0,3,train
12.0,5,near_right,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.66085,73.7675,55.5,-46.0,0.0,22407.0,13.0,4,train
13.0,0,far_left,5.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.48032,52.67,0.9,-13.0,0.0,3802.2,14.0,6,train
13.0,1,far_center,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730675,40.5375,16.125,-13.75,0.0,5935.25,14.0,4,train
13.0,2,far_right,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423,35.15,-24.0,30.0,0.0,8595.333333,14.0,3,train
13.0,3,near_left,5.0,5.0,6.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.58312,60.21,14.5,-10.0,0.0,11735.8,14.0,4,train
13.0,4,near_center,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.889567,91.663333,68.166667,-37.0,0.0,34491.333333,14.0,3,train
13.0,5,near_right,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753725,91.8375,63.75,-53.75,0.0,24003.0,14.0,5,train
14.0,0,far_left,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.571417,41.78,17.75,-12.833333,0.0,4297.333333,15.0,6,train
14.0,1,far_center,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582825,40.61,14.25,-11.5,0.0,5567.0,15.0,4,train
14.0,2,far_right,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236933,40.27,-24.166667,19.333333,0.0,8642.0,15.0,2,train
14.0,3,near_left,4.0,4.0,5.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.586,50.565,-11.625,-2.75,0.0,11504.0,15.0,3,train
14.0,4,near_center,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999,172.723333,150.666667,-89.666667,0.0,28589.333333,15.0,3,train
14.0,5,near_right,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7582,60.95,34.5,-49.8,0.0,20697.4,15.0,4,train
15.0,0,far_left,6.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.512083,41.598333,22.416667,-8.0,0.166667,4090.666667,16.0,4,train
15.0,1,far_center,4.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.497575,42.595,10.875,-9.0,0.0,5138.0,16.0,3,train
15.0,2,far_right,2.0,2.0,3.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.56195,53.485,-35.5,33.0,0.0,8315.5,16.0,1,train
15.0,3,near_left,3.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.684267,66.873333,-27.5,-0.333333,0.0,11758.0,16.0,5,train
15.0,4,near_center,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916733,151.116667,130.0,-83.0,0.0,24442.666667,16.0,3,train
15.0,5,near_right,4.0,4.0,5.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7666,104.22,65.5,-74.0,0.0,24993.0,16.0,3,train
16.0,0,far_left,4.0,4.0,6.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.59,50.49,15.375,6.25,0.0,5773.5,17.0,4,train
16.0,1,far_center,3.0,3.0,4.0,-1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.786167,39.14,-1.5,4.0,0.0,7781.333333,17.0,3,train
16.0,2,far_right,1.0,2.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5897,61.49,0.0,0.0,0.0,9728.0,17.0,1,train
16.0,3,near_left,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.57138,15.996,12.9,-9.6,0.0,12584.8,17.0,6,train
16.0,4,near_center,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881067,130.44,112.0,-73.0,0.0,21965.666667,17.0,3,train
16.0,5,near_right,3.0,2.0,4.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.893067,114.943333,73.333333,-90.333333,0.0,27109.0,17.0,4,train
17.0,0,far_left,4.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.628825,59.185,10.75,11.0,0.0,6724.5,18.0,5,train
17.0,1,far_center,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745867,35.666667,-1.833333,3.666667,0.0,7830.0,18.0,3,train
17.0,2,far_right,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8286,112.09,78.0,-107.0,0.0,14418.0,18.0,1,train
17.0,3,near_left,6.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.639633,56.233333,28.666667,-55.0,0.0,14659.666667,18.0,6,train
17.0,4,near_center,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903267,113.0,94.5,-70.0,0.0,19456.666667,18.0,3,train
17.0,5,near_right,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.65765,96.68,23.125,-36.0,0.25,18399.25,18.0,5,train
18.0,0,far_left,5.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.53726,70.092,29.2,-10.6,0.0,8201.0,19.0,4,train
18.0,1,far_center,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668433,38.38,-4.833333,5.0,0.0,8195.333333,19.0,4,train
18.0,2,far_right,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8663,81.17,76.0,-14.0,0.0,16767.0,19.0,1,train
18.0,3,near_left,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.743233,71.978333,35.333333,-15.0,0.0,14955.0,19.0,5,train
18.0,4,near_center,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873233,109.58,96.0,-58.333333,0.0,17089.666667,19.0,3,train
18.0,5,near_right,5.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.59256,78.068,1.0,-12.6,0.0,16319.2,19.0,3,train
19.0,0,far_left,4.0,4.0,5.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.548775,56.22,17.625,-13.75,0.0,5809.25,20.0,5,train
19.0,1,far_center,4.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7071,58.675,27.75,3.75,0.0,8703.0,20.0,6,train
19.0,2,far_right,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,75.21,59.5,-51.0,0.0,15760.0,20.0,1,train
19.0,3,near_left,5.0,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.82948,94.594,84.1,-42.6,0.0,16131.4,20.0,6,train
19.0,4,near_center,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8632,100.963333,91.166667,-47.666667,0.0,16019.666667,20.0,2,train
19.0,5,near_right,3.0,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7274,93.153333,-25.166667,23.666667,0.333333,18410.0,20.0,4,train
20.0,0,far_left,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5833,55.368,1.3,6.8,0.0,5916.2,21.0,4,train
20.0,1,far_center,6.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.682617,52.411667,33.75,-2.0,0.0,7884.333333,21.0,5,train
20.0,2,far_right,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4364,61.92,42.0,-53.0,0.0,12740.0,21.0,2,train
20.0,3,near_left,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.729583,86.426667,69.75,-42.5,0.0,14328.833333,21.0,7,train
20.0,4,near_center,2.0,3.0,3.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.82165,96.4,83.25,-53.5,0.0,15509.0,21.0,3,train
20.0,5,near_right,4.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5977,62.4575,-6.375,0.0,0.0,14356.25,21.0,2,train
21.0,0,far_left,4.0,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.517525,58.7,-0.375,-3.0,0.0,6490.75,22.0,5,train
21.0,1,far_center,5.0,5.0,6.0,-1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.71356,47.888,43.5,-6.0,0.0,6848.4,22.0,4,train
21.0,2,far_right,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.66075,61.56,-14.25,8.5,0.0,12552.0,22.0,2,train
21.0,3,near_left,7.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.706371,64.875714,56.285714,-32.285714,0.0,12555.285714,22.0,7,train
21.0,4,near_center,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.889667,72.963333,29.833333,-23.0,0.0,13190.0,22.0,3,train
21.0,5,near_right,2.0,2.0,4.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.48815,45.65,-13.0,48.5,0.0,12805.0,22.0,1,train
22.0,0,far_left,5.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5627,56.52,2.0,0.6,0.0,5919.6,23.0,6,train
22.0,1,far_center,4.0,6.0,5.0,-1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.76255,56.9,52.75,-5.5,0.0,8153.75,23.0,5,train
22.0,2,far_right,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7663,45.255,-6.0,-12.0,0.0,11230.5,23.0,2,train
22.0,3,near_left,7.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6601,56.8,51.142857,-25.857143,0.0,12056.142857,23.0,6,train
22.0,4,near_center,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.853067,73.08,15.166667,-12.333333,0.0,13978.0,23.0,1,train
22.0,5,near_right,1.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8551,120.7,7.0,149.0,0.0,25636.0,23.0,2,train
23.0,0,far_left,6.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6279,63.455,1.333333,-4.5,0.0,7106.0,24.0,5,train
23.0,1,far_center,5.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.8343,63.808,56.9,-15.8,0.0,10381.6,24.0,6,train
23.0,2,far_right,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.74605,45.365,-9.25,-20.0,0.0,11029.5,24.0,2,train
23.0,3,near_left,6.0,8.0,7.0,-1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.653783,48.53,44.5,-20.5,0.0,10900.0,24.0,7,train
23.0,4,near_center,1.0,0.0,3.0,-2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.8576,85.89,-79.5,34.0,0.0,14553.0,24.0,0,train
23.0,5,near_right,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5938,56.74,27.0,41.5,0.5,15094.0,24.0,0,train
24.0,0,far_left,5.0,7.0,6.0,-1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.70502,69.962,-10.6,-1.8,0.0,7218.2,25.0,6,train
24.0,1,far_center,6.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.663633,51.851667,20.833333,-20.166667,0.0,7743.833333,25.0,4,train
24.0,2,far_right,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75845,76.445,57.75,-43.0,0.0,9445.5,25.0,3,train
24.0,3,near_left,7.0,5.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.623686,60.228571,23.5,-15.714286,0.0,10687.142857,25.0,5,train
24.0,4,near_center,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,train
24.0,5,near_right,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,train
25.0,0,far_left,6.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.707067,72.28,7.0,-10.333333,0.0,7380.0,26.0,7,train
25.0,1,far_center,4.0,4.0,6.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.81595,58.5525,22.75,-7.5,0.0,9310.75,26.0,4,train
25.0,2,far_right,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8167,64.663333,36.666667,16.666667,0.0,9646.666667,26.0,3,train
25.0,3,near_left,5.0,5.0,7.0,-2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.68302,56.224,-20.5,15.8,0.0,10881.0,26.0,5,train
25.0,4,near_center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1,train
25.0,5,near_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1,train
26.0,0,far_left,7.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.696171,70.501429,31.714286,-18.857143,0.0,7050.428571,27.0,6,train
26.0,1,far_center,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840875,50.98,25.375,-11.0,0.0,9326.0,27.0,4,train
26.0,2,far_right,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718367,60.993333,21.833333,4.666667,0.0,10160.333333,27.0,3,train
26.0,3,near_left,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.70426,52.26,-47.9,20.8,0.0,11427.0,27.0,5,train
